society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Ad24,Gogo,xd92,gogo1263,Gogo,Atlantic-Congo,AnnualMeanTemperature,19.45864995,,,,
Ie26,Ngarawapum,xd803,adze1240,Adzera,Austronesian,AnnualMeanTemperature,19.46269556,,,,
Ai14,Mbum,xd342,mbum1254,Mbum,Atlantic-Congo,AnnualMeanTemperature,19.47161357,,,,
SCCS1,Nama,xd3,nama1265,Nama,Khoe-Kwadi,AnnualMeanTemperature,19.47319999,,,,
Ca7,Amhara,xd455,amha1245,Amharic,Afro-Asiatic,AnnualMeanTemperature,19.4818178,,,,
Cc11,Azjer,xd489,ghat1242,Ghat,Afro-Asiatic,AnnualMeanTemperature,19.53866136,,,,
Ai29,Lendu,xd358,lend1245,Lendu,Central Sudanic,AnnualMeanTemperature,19.55026552,,,,
B125,Yuwaalaraay,xd970,gami1243,Yuwaalaraay-Gamilaraay,Pama-Nyungan,AnnualMeanTemperature,19.55548528,,,,
SCCS37,Amhara,xd455,amha1245,Amharic,Afro-Asiatic,AnnualMeanTemperature,19.55978238,,,,
Cd16,Moroccans,xd514,sout3117,Southern Morocco Arabic,Afro-Asiatic,AnnualMeanTemperature,19.56771895,,,,
Ac39,Nyasa,xd65,mwer1247,Mwera (Nyasa),Atlantic-Congo,AnnualMeanTemperature,19.57464033,,,,
B120,Pitjandjara,xd967,pitj1243,Pitjantjatjara,Pama-Nyungan,AnnualMeanTemperature,19.58118035,,,,
Cd15,Jebala,xd513,jebl1238,Jebli,Afro-Asiatic,AnnualMeanTemperature,19.58413567,,,,
Cd20,Sanusi,xd519,liby1240,Libyan Arabic,Afro-Asiatic,AnnualMeanTemperature,19.64565774,,,,
Ej1,Lamet,xd716,lame1256,Lamet,Austroasiatic,AnnualMeanTemperature,19.65253169,,,,
Ah4,Mambila,xd331,came1252,Donga Mambila,Atlantic-Congo,AnnualMeanTemperature,19.70572109,,,,
Ac35,Shila,xd61,luba1250,Luba-Katanga,Atlantic-Congo,AnnualMeanTemperature,19.70675128,,,,
Cf4,Brazilians,xd539,braz1246,Brazilian Portuguese,Indo-European,AnnualMeanTemperature,19.70871739,,,,
Sc7,Yabarana,xd1350,yaba1248,Yabarana,Cariban,AnnualMeanTemperature,19.70901989,,,,
Ei13,Angami,xd700,anga1288,Angami Naga,Sino-Tibetan,AnnualMeanTemperature,19.71128633,,,,
Ei15,Rengma,xd702,sout2732,Southern Rengma Naga,Sino-Tibetan,AnnualMeanTemperature,19.71128633,,,,
Ei17,Karbi,xd704,karb1241,Hills Karbi,Sino-Tibetan,AnnualMeanTemperature,19.71128633,,,,
Ad10,Shambaa,xd77,sham1280,Shambala,Atlantic-Congo,AnnualMeanTemperature,19.71290072,,,,
Cj8,Druze,xd594,sunn1238,Sunni Beiruti Arabic,Afro-Asiatic,AnnualMeanTemperature,19.72022917,,,,
Nc31,Cahuilla (Desert),xd1131,cahu1264,Cahuilla,Uto-Aztecan,AnnualMeanTemperature,19.72089511,,,,
WNAI90,Kumeyaay (Desert Diegueno),xd1137,kumi1248,Tipai,Cochimi-Yuman,AnnualMeanTemperature,19.72089511,,,,
Nc6,Kumeyaay,xd1137,kumi1248,Tipai,Cochimi-Yuman,AnnualMeanTemperature,19.72093882,,,,
Ad18,Bende,xd85,bend1258,Bende,Atlantic-Congo,AnnualMeanTemperature,19.75072025,,,,
Ad21,Pimbwe,xd89,pimb1238,Pimbwe,Atlantic-Congo,AnnualMeanTemperature,19.75072025,,,,
Ie11,Kakoli,xd787,umbu1258,Umbu-Ungu,Nuclear Trans New Guinea,AnnualMeanTemperature,19.78360219,,,,
Ie7,Enga,xd821,enga1252,Enga,Nuclear Trans New Guinea,AnnualMeanTemperature,19.78360219,,,,
Nd67,Tolkepaya,xd1204,yava1252,Yavapai,Cochimi-Yuman,AnnualMeanTemperature,19.80877345,,,,
Ad38,Kara,xd107,kara1481,Kara (Tanzania),Atlantic-Congo,AnnualMeanTemperature,19.86225588,,,,
Cc3,Siwans,xd500,siwi1239,Siwi,Afro-Asiatic,AnnualMeanTemperature,19.86883557,,,,
Ie2,Wantoat,xd796,want1252,Wantoat,Nuclear Trans New Guinea,AnnualMeanTemperature,19.89060032,,,,
Ea8,Bakhtiari,xd607,bakh1245,Bakhtiari,Indo-European,AnnualMeanTemperature,19.90415189,,,,
Ie38,Dani,xd816,midg1235,Mid Grand Valley Dani,Nuclear Trans New Guinea,AnnualMeanTemperature,19.91134083,,,,
Ab9,Ndebele,xd32,nort2795,Zimbabwean Ndebele,Atlantic-Congo,AnnualMeanTemperature,19.91998232,,,,
Ai31,Logo,xd361,logo1259,Logo,Central Sudanic,AnnualMeanTemperature,19.92797222,,,,
B146,Kiliwa,xd1134,kili1268,Kiliwa,Cochimi-Yuman,AnnualMeanTemperature,19.93232617,,,,
SCCS44,Hebrews,xd589,anci1244,Ancient Hebrew,Afro-Asiatic,AnnualMeanTemperature,19.94282511,,,,
Ae30,Bira,xd150,bila1255,Bila,Atlantic-Congo,AnnualMeanTemperature,19.94455687,,,,
B126,Nakako,xd971,pitj1243,Pitjantjatjara,Pama-Nyungan,AnnualMeanTemperature,19.95816316,,,,
Ac7,Yao,xd73,yaoo1241,Yao,Atlantic-Congo,AnnualMeanTemperature,19.97813924,,,,
Ei11,Aimol,xd698,aimo1244,Aimol,Sino-Tibetan,AnnualMeanTemperature,20.00440457,,,,
Ei12,Thado,xd699,thad1238,Thado Chin,Sino-Tibetan,AnnualMeanTemperature,20.00440457,,,,
Ei6,Purum,xd712,puru1266,Purum,Sino-Tibetan,AnnualMeanTemperature,20.00440457,,,,
Cj3,Hebrews,xd589,anci1244,Ancient Hebrew,Afro-Asiatic,AnnualMeanTemperature,20.02685156,,,,
Ni8,Opata,xd1293,opat1246,Teguima,Uto-Aztecan,AnnualMeanTemperature,20.0629022,,,,
SCCS178,Aimoré,xd1413,kren1239,Krenak,Nuclear-Macro-Je,AnnualMeanTemperature,20.08786553,,,,
Cd11,Guanche,xd509,guan1277,Guanche,Afro-Asiatic,AnnualMeanTemperature,20.09257444,,,,
Ng15,Chitimacha,xd1250,chit1248,Chitimacha,,AnnualMeanTemperature,20.14789525,,,,
Ne21,Coahuilteco,xd1221,coah1252,Coahuilteco,,AnnualMeanTemperature,20.15746538,,,,
Ai30,Lese,xd360,lese1243,Lese,Central Sudanic,AnnualMeanTemperature,20.16360766,,,,
Ni6,Pima,xd1291,akim1239,Akimel O'odham,Uto-Aztecan,AnnualMeanTemperature,20.18233124,,,,
Ad26,Turu,xd94,nyat1246,Nyaturu,Atlantic-Congo,AnnualMeanTemperature,20.18565869,,,,
SCCS72,Lamet,xd716,lame1256,Lamet,Austroasiatic,AnnualMeanTemperature,20.19001599,,,,
Ca31,Beta Israel,xd439,qima1242,Qimant,Afro-Asiatic,AnnualMeanTemperature,20.19374093,,,,
Ab4,Tsonga,xd27,tson1249,Tsonga,Atlantic-Congo,AnnualMeanTemperature,20.19768344,,,,
Ae58,Tikar,xd180,tige1238,Tige,Atlantic-Congo,AnnualMeanTemperature,20.20665192,,,,
Ah8,Bafute,xd335,vute1244,Vute,Atlantic-Congo,AnnualMeanTemperature,20.20665192,,,,
Ea10,Marri,xd597,east2304,Eastern Balochi,Indo-European,AnnualMeanTemperature,20.20888729,,,,
Ac11,Luvale,xd35,luva1239,Luvale,Atlantic-Congo,AnnualMeanTemperature,20.2280438,,,,
B76,!Ko,xd934,huaa1248,East Taa,Tuu,AnnualMeanTemperature,20.23097833,,,,
Ai46,Koma,xd377,komo1258,Komo (Sudan),Koman,AnnualMeanTemperature,20.24194014,,,,
Ai47,Mao,xd378,hozo1236,Hozo,Blue Nile Mao,AnnualMeanTemperature,20.24194014,,,,
Ca27,Anfillo,xd434,anfi1235,Anfillo,Ta-Ne-Omotic,AnnualMeanTemperature,20.24194014,,,,
Ie12,Kwoma,xd788,kwom1262,Kwoma,Sepik,AnnualMeanTemperature,20.24847439,,,,
Cd18,Saadi,xd516,said1239,Saidi Arabic,Afro-Asiatic,AnnualMeanTemperature,20.25993715,,,,
Aj23,Plains Suk,xd399,east2420,East Pokot,Nilotic,AnnualMeanTemperature,20.29042184,,,,
Aj26,Hill Suk,xd402,west2492,West Pokot,Nilotic,AnnualMeanTemperature,20.29042184,,,,
Ad50,Kaguru,xd121,kagu1239,Kagulu,Atlantic-Congo,AnnualMeanTemperature,20.30485763,,,,
SCCS41,Tuareg Ahaggar,xd506,hogg1238,Hoggar,Afro-Asiatic,AnnualMeanTemperature,20.30917348,,,,
Nh20,Kamia,xd1271,kumi1248,Tipai,Cochimi-Yuman,AnnualMeanTemperature,20.31804734,,,,
B240,Lipan Apache,xd1275,lipa1241,Lipan Apache,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,20.31882748,,,,
Ca30,Kafa,xd438,kafa1242,Kafa,Ta-Ne-Omotic,AnnualMeanTemperature,20.33477998,,,,
Ca42,Shako,xd451,shek1245,Sheko,Dizoid,AnnualMeanTemperature,20.33477998,,,,
B73,Naron,xd7,naro1249,Naro,Khoe-Kwadi,AnnualMeanTemperature,20.33483916,,,,
WNAI91,Kiliwa,xd1134,kili1268,Kiliwa,Cochimi-Yuman,AnnualMeanTemperature,20.33814474,,,,
Cd13,Hamama,xd511,sout3114,South-Western Tunisian,Afro-Asiatic,AnnualMeanTemperature,20.33814992,,,,
Ie37,Star Mountain,xd815,ngal1298,Ngalum,Nuclear Trans New Guinea,AnnualMeanTemperature,20.35417559,,,,
Sj10,Cayua,xd1408,mbya1239,Mbyá Guaraní,Tupian,AnnualMeanTemperature,20.36620928,,,,
Nh19,Cocopa,xd1269,coco1261,Cocopa,Cochimi-Yuman,AnnualMeanTemperature,20.36625285,,,,
WNAI143,Cocopa,xd1269,coco1261,Cocopa,Cochimi-Yuman,AnnualMeanTemperature,20.36625285,,,,
Ad22,Sukuma,xd90,suku1261,Sukuma,Atlantic-Congo,AnnualMeanTemperature,20.38207686,,,,
B75,Kua,xd933,kuaa1238,Kua,Khoe-Kwadi,AnnualMeanTemperature,20.39864259,,,,
Ae35,Rumbi,xd155,lomb1254,Lombi,Central Sudanic,AnnualMeanTemperature,20.43142837,,,,
Nc34,Kiliwa,xd1134,kili1268,Kiliwa,Cochimi-Yuman,AnnualMeanTemperature,20.43536157,,,,
Aa3,Nama,xd3,nama1265,Nama,Khoe-Kwadi,AnnualMeanTemperature,20.43585493,,,,
WNAI142,Kamia,xd1271,kumi1248,Tipai,Cochimi-Yuman,AnnualMeanTemperature,20.45132684,,,,
Ai5,Mamvu,xd379,mamv1243,Mamvu,Central Sudanic,AnnualMeanTemperature,20.46878431,,,,
Sh3,Abipón,xd1390,abip1241,Abipon,Guaicuruan,AnnualMeanTemperature,20.46935368,,,,
B107,Warunggu,xd955,waru1264,Warrongo,Pama-Nyungan,AnnualMeanTemperature,20.47316302,,,,
Ac12,Chokwe,xd36,chok1245,Chokwe,Atlantic-Congo,AnnualMeanTemperature,20.4995579,,,,
SCCS95,Kwoma,xd788,kwom1262,Kwoma,Sepik,AnnualMeanTemperature,20.51632514,,,,
WNAI141,Quechan,xd1273,quec1382,Quechan,Cochimi-Yuman,AnnualMeanTemperature,20.54359579,,,,
Ah26,Ndoro,xd316,ndoo1241,Ndoola,Atlantic-Congo,AnnualMeanTemperature,20.54744566,,,,
Ah27,Zuande,xd317,bita1251,Bitare,Atlantic-Congo,AnnualMeanTemperature,20.54744566,,,,
B48,Aimoré,xd1413,kren1239,Krenak,Nuclear-Macro-Je,AnnualMeanTemperature,20.55194951,,,,
Ad41,Vugusu,xd111,buku1249,Bukusu,Atlantic-Congo,AnnualMeanTemperature,20.56682952,,,,
Aj27,Sapei,xd403,kups1238,Kupsabiny,Nilotic,AnnualMeanTemperature,20.56682952,,,,
Sc11,Camaracoto,xd1337,cama1252,Camaracoto,Cariban,AnnualMeanTemperature,20.59886776,,,,
Sh1,Wichí,xd1388,wich1264,Wichí Lhamtés Güisnay,Matacoan,AnnualMeanTemperature,20.6013233,,,,
Ed16,Cantonese,xd644,yuec1235,Yue Chinese,Sino-Tibetan,AnnualMeanTemperature,20.61387649,,,,
Ae14,Ha,xd132,haaa1252,Ha,Atlantic-Congo,AnnualMeanTemperature,20.64102269,,,,
B74,G/wi,xd932,gwii1239,/Gwi,Khoe-Kwadi,AnnualMeanTemperature,20.6992157,,,,
B77,/'Auni-Khomani,xd935,nuuu1241,N/u,Tuu,AnnualMeanTemperature,20.69963043,,,,
B71,Sekele,xd931,vase1234,Northern Ju,Kxa,AnnualMeanTemperature,20.69996397,,,,
Ne16,Karankawa,xd1215,kara1289,Karankawa,,AnnualMeanTemperature,20.73393801,,,,
SCCS183,Abipón,xd1390,abip1241,Abipon,Guaicuruan,AnnualMeanTemperature,20.73714114,,,,
Ae50,Bamum,xd172,bamu1253,Bamun,Atlantic-Congo,AnnualMeanTemperature,20.74616439,,,,
Ae56,Nsaw,xd178,lamn1239,Lamnso',Atlantic-Congo,AnnualMeanTemperature,20.74616439,,,,
Ae57,Nsungli,xd179,limb1268,Limbum,Atlantic-Congo,AnnualMeanTemperature,20.74616439,,,,
Cc9,Tuareg Ahaggar,xd506,hogg1238,Hoggar,Afro-Asiatic,AnnualMeanTemperature,20.74978962,,,,
SCCS91,Northern Aranda,xd772,east2379,Eastern Arrernte,Pama-Nyungan,AnnualMeanTemperature,20.75211672,,,,
Id4,Diyari,xd779,dier1241,Dieri,Pama-Nyungan,AnnualMeanTemperature,20.76912149,,,,
Ac27,Luchazi,xd52,luch1239,Luchazi,Atlantic-Congo,AnnualMeanTemperature,20.77089977,,,,
Nh22,Quechan,xd1273,quec1382,Quechan,Cochimi-Yuman,AnnualMeanTemperature,20.78639042,,,,
Sf6,Muisca,xd1379,chib1270,Chibcha,Chibchan,AnnualMeanTemperature,20.78676186,,,,
Ad48,Toro,xd118,toor1238,Tooro,Atlantic-Congo,AnnualMeanTemperature,20.79007683,,,,
B65,Mbuti,xd5,bila1255,Bila,Atlantic-Congo,AnnualMeanTemperature,20.79070363,,,,
WNAI145,Pima,xd1291,akim1239,Akimel O'odham,Uto-Aztecan,AnnualMeanTemperature,20.79278654,,,,
B124,Northern Aranda,xd772,east2379,Eastern Arrernte,Pama-Nyungan,AnnualMeanTemperature,20.80351965,,,,
Nj10,Zapotec,xd1296,yala1267,Yalálag Zapotec,Otomanguean,AnnualMeanTemperature,20.81118287,,,,
Ad43,Kerewe,xd113,kere1283,Kerewe,Atlantic-Congo,AnnualMeanTemperature,20.81277014,,,,
B121,Diyari,xd779,dier1241,Dieri,Pama-Nyungan,AnnualMeanTemperature,20.81711233,,,,
Ac1,Ila,xd33,ilaa1246,Ila,Atlantic-Congo,AnnualMeanTemperature,20.83001114,,,,
Id1,Northern Aranda,xd772,east2379,Eastern Arrernte,Pama-Nyungan,AnnualMeanTemperature,20.83198003,,,,
B193,Karankawa,xd1215,kara1289,Karankawa,,AnnualMeanTemperature,20.86786257,,,,
Aj17,Alur,xd392,alur1250,Alur,Nilotic,AnnualMeanTemperature,20.88007696,,,,
Eh9,Antaisaka,xd695,tesa1236,Tesaka Malagasy,Austronesian,AnnualMeanTemperature,20.8848302,,,,
SCCS73,Annamese,xd726,viet1252,Vietnamese,Austroasiatic,AnnualMeanTemperature,20.92088395,,,,
Ie35,Iatmul,xd813,iatm1242,Iatmul,Ndu,AnnualMeanTemperature,20.92175863,,,,
Sj5,Aimoré,xd1413,kren1239,Krenak,Nuclear-Macro-Je,AnnualMeanTemperature,20.9411307,,,,
Ie8,Purari,xd822,pura1257,Purari,,AnnualMeanTemperature,20.94750639,,,,
SCCS169,Shuar,xd1367,shua1257,Shuar,Chicham,AnnualMeanTemperature,20.98180557,,,,
Se3,Shuar,xd1367,shua1257,Shuar,Chicham,AnnualMeanTemperature,20.98180557,,,,
Ai7,Gbaya,xd381,nort2775,Northwest Gbaya,Atlantic-Congo,AnnualMeanTemperature,21.01229167,,,,
Ae32,Kumu,xd152,komo1260,Komo (Democratic Republic of Congo),Atlantic-Congo,AnnualMeanTemperature,21.01405555,,,,
Aj29,Samburu,xd405,samb1315,Samburu,Nilotic,AnnualMeanTemperature,21.01970259,,,,
Ad20,Nyamwezi,xd88,nyam1276,Nyamwezi,Atlantic-Congo,AnnualMeanTemperature,21.0289127,,,,
SCCS2,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,AnnualMeanTemperature,21.03310646,,,,
Cd6,Ancient Egyptians,xd524,egyp1246,Egyptian (Ancient),Afro-Asiatic,AnnualMeanTemperature,21.03471942,,,,
Aa1,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,AnnualMeanTemperature,21.03514971,,,,
B72,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,AnnualMeanTemperature,21.03514971,,,,
SCCS10,Luguru,xd81,lugu1238,Luguru,Atlantic-Congo,AnnualMeanTemperature,21.04018261,,,,
Ie32,Sio,xd810,sioo1240,Sio,Austronesian,AnnualMeanTemperature,21.06952881,,,,
Ij9,Easter Islanders,xd898,rapa1244,Rapanui,Austronesian,AnnualMeanTemperature,21.0722476,,,,
Cd5,Shluh,xd523,susi1238,Susiua,Afro-Asiatic,AnnualMeanTemperature,21.07510635,,,,
Eh10,Betsileo,xd687,bets1235,Betsileo,Austronesian,AnnualMeanTemperature,21.07518464,,,,
Eh3,Tanala,xd689,tana1285,Tanala,Austronesian,AnnualMeanTemperature,21.07518464,,,,
SCCS81,Tanala,xd689,tana1285,Tanala,Austronesian,AnnualMeanTemperature,21.08370446,,,,
Ei18,Palaung,xd705,shwe1236,Shwe Palaung,Austroasiatic,AnnualMeanTemperature,21.09082918,,,,
Ad51,Ngulu,xd122,ngul1246,Ngulu,Atlantic-Congo,AnnualMeanTemperature,21.11174104,,,,
Nh5,Maricopa,xd1281,mari1440,Maricopa,Cochimi-Yuman,AnnualMeanTemperature,21.19793906,,,,
WNAI144,Maricopa,xd1281,mari1440,Maricopa,Cochimi-Yuman,AnnualMeanTemperature,21.19990819,,,,
Ia1,Atayal,xd732,atay1247,Atayal,Austronesian,AnnualMeanTemperature,21.21236436,,,,
Ia10,Bunun,xd733,bunu1267,Bunun,Austronesian,AnnualMeanTemperature,21.21236436,,,,
Ie28,Busama,xd805,buga1250,Bugawac,Austronesian,AnnualMeanTemperature,21.22291932,,,,
B105,Mamu,xd954,mamu1253,Mamu,Pama-Nyungan,AnnualMeanTemperature,21.22520084,,,,
Ad47,Sumbwa,xd117,sumb1240,Sumbwa,Atlantic-Congo,AnnualMeanTemperature,21.22908819,,,,
Cc2,Teda,xd498,teda1241,Tedaga,Saharan,AnnualMeanTemperature,21.23998367,,,,
SCCS113,Atayal,xd732,atay1247,Atayal,Austronesian,AnnualMeanTemperature,21.25716354,,,,
Ab3,Lozi,xd26,lozi1239,Lozi,Atlantic-Congo,AnnualMeanTemperature,21.27145619,,,,
Se7,Camba,xd1371,chiq1248,Chiquitano,,AnnualMeanTemperature,21.28437226,,,,
Cj9,Yemeni,xd595,sana1295,Sanaani Arabic,Afro-Asiatic,AnnualMeanTemperature,21.3441589,,,,
Cf2,Boers,xd537,afri1274,Afrikaans,Indo-European,AnnualMeanTemperature,21.3616868,,,,
Sc13,Panare,xd1339,enap1235,Panare,Cariban,AnnualMeanTemperature,21.3917023,,,,
Ai11,Mangbetu,xd339,nucl1420,Nuclear Mangbetu,Central Sudanic,AnnualMeanTemperature,21.40831669,,,,
Aa5,Mbuti,xd5,bila1255,Bila,Atlantic-Congo,AnnualMeanTemperature,21.41779959,,,,
Ae31,Budu,xd151,budu1250,Budu,Atlantic-Congo,AnnualMeanTemperature,21.41779959,,,,
Sa10,Lacandon,xd1310,laca1243,Lacandon,Mayan,AnnualMeanTemperature,21.43231547,,,,
Sa2,Tzeltal,xd1318,tzel1254,Tzeltal,Mayan,AnnualMeanTemperature,21.43231547,,,,
Ab20,Ngumbi,xd22,nkhu1238,Nkhumbi,Atlantic-Congo,AnnualMeanTemperature,21.44085674,,,,
Sd6,Shiriana,xd1358,nina1238,Ninam,Yanomamic,AnnualMeanTemperature,21.44272949,,,,
SCCS13,Mbuti,xd5,bila1255,Bila,Atlantic-Congo,AnnualMeanTemperature,21.45388227,,,,
Ie16,Kutubu,xd792,foii1241,Foi,East Kutubu,AnnualMeanTemperature,21.47377421,,,,
Ac17,Suku,xd41,suku1259,Suku,Atlantic-Congo,AnnualMeanTemperature,21.4750628,,,,
SCCS6,Suku,xd41,suku1259,Suku,Atlantic-Congo,AnnualMeanTemperature,21.4750628,,,,
Ac29,Luwa,xd54,sond1250,Sonde,Atlantic-Congo,AnnualMeanTemperature,21.49476174,,,,
Sc8,Piaroa,xd1351,piar1243,Piaroa,Jodi-Saliban,AnnualMeanTemperature,21.49745418,,,,
Sc9,Curripaco,xd1352,curr1243,Curripaco,Arawakan,AnnualMeanTemperature,21.49745418,,,,
Sd8,Sanema,xd1360,sanu1240,Sanumá,Yanomamic,AnnualMeanTemperature,21.50898918,,,,
Ac20,Yaka,xd45,yaka1269,Yaka-Pelende-Lonzo,Atlantic-Congo,AnnualMeanTemperature,21.53367678,,,,
Ae40,Dzem,xd161,njye1238,Njyem,Atlantic-Congo,AnnualMeanTemperature,21.57196417,,,,
Ae6,Luba,xd182,luba1250,Luba-Katanga,Atlantic-Congo,AnnualMeanTemperature,21.58774345,,,,
SCCS4,Lozi,xd26,lozi1239,Lozi,Atlantic-Congo,AnnualMeanTemperature,21.59784632,,,,
B68,Hai//om,xd930,haio1238,Hai//om,Khoe-Kwadi,AnnualMeanTemperature,21.59894519,,,,
Ae49,Bali Nyonga,xd170,mung1266,Mungaka,Atlantic-Congo,AnnualMeanTemperature,21.61891109,,,,
Ae54,Kom,xd176,komc1235,Kom (Cameroon),Atlantic-Congo,AnnualMeanTemperature,21.61891109,,,,
Ae55,Ndob,xd177,band1349,Bandobo,Atlantic-Congo,AnnualMeanTemperature,21.61891109,,,,
Ae59,Widikum,xd181,meta1238,Meta',Atlantic-Congo,AnnualMeanTemperature,21.61891109,,,,
Ae9,Fut,xd185,bafu1246,Bafut,Atlantic-Congo,AnnualMeanTemperature,21.61891109,,,,
Ae48,Bafia,xd169,bafi1243,Bafia,Atlantic-Congo,AnnualMeanTemperature,21.62352393,,,,
Ae51,Banen,xd173,tune1261,Tunen,Atlantic-Congo,AnnualMeanTemperature,21.62352393,,,,
SCCS151,Tohono O'odham,xd1287,toho1246,Tohono O'odam,Uto-Aztecan,AnnualMeanTemperature,21.64801915,,,,
WNAI146,Tohono O'odham,xd1287,toho1246,Tohono O'odam,Uto-Aztecan,AnnualMeanTemperature,21.64801915,,,,
Ca1,Konso,xd415,kons1243,Konso,Afro-Asiatic,AnnualMeanTemperature,21.66024055,,,,
Ca22,Male,xd429,male1284,Male (Ethiopia),Ta-Ne-Omotic,AnnualMeanTemperature,21.66024055,,,,
Ca23,Bako,xd430,aari1239,Aari,South Omotic,AnnualMeanTemperature,21.66024055,,,,
Ca25,Shangama,xd432,aari1239,Aari,South Omotic,AnnualMeanTemperature,21.66024055,,,,
Ca26,Ubamer,xd433,aari1239,Aari,South Omotic,AnnualMeanTemperature,21.66024055,,,,
Ca28,Basketo,xd435,bask1236,Basketo,Ta-Ne-Omotic,AnnualMeanTemperature,21.66024055,,,,
SCCS12,Ganda,xd124,gand1255,Ganda,Atlantic-Congo,AnnualMeanTemperature,21.67107111,,,,
B64,Efe,xd927,efee1239,Efe,Central Sudanic,AnnualMeanTemperature,21.68735017,,,,
Cd9,Tekna,xd527,hass1238,Hassaniyya,Afro-Asiatic,AnnualMeanTemperature,21.72086688,,,,
Ab19,Ambo,xd20,ndon1254,Ndonga,Atlantic-Congo,AnnualMeanTemperature,21.76799113,,,,
Ad9,Gisu,xd126,masa1299,Masaaba,Atlantic-Congo,AnnualMeanTemperature,21.76807238,,,,
B67,Hukwe,xd929,kxoe1243,Kxoe,Khoe-Kwadi,AnnualMeanTemperature,21.772186,,,,
Ae52,Fungom,xd174,mmen1238,Mmen,Atlantic-Congo,AnnualMeanTemperature,21.78043304,,,,
Ah24,Kentu,xd314,etky1238,Etkywan,Atlantic-Congo,AnnualMeanTemperature,21.78043304,,,,
SCCS40,Teda,xd498,teda1241,Tedaga,Saharan,AnnualMeanTemperature,21.81283632,,,,
Ac38,Nyanja,xd64,nucl1395,Nuclear Nyanja,Atlantic-Congo,AnnualMeanTemperature,21.83679231,,,,
Ai27,Abarambo,xd356,bara1361,Barambu,Atlantic-Congo,AnnualMeanTemperature,21.83753019,,,,
Ie27,Banaro,xd804,bana1292,Banaro,,AnnualMeanTemperature,21.84328563,,,,
Ef7,Pahari,xd669,maha1287,Mahasu Pahari,Indo-European,AnnualMeanTemperature,21.89171116,,,,
B49,Héta,xd921,xeta1241,Xetá,Tupian,AnnualMeanTemperature,21.92106276,,,,
SCCS15,Banen,xd173,tune1261,Tunen,Atlantic-Congo,AnnualMeanTemperature,21.92495266,,,,
Ei8,Khasi,xd714,khas1269,Khasi,Austroasiatic,AnnualMeanTemperature,21.93089978,,,,
Aa7,Naron,xd7,naro1249,Naro,Khoe-Kwadi,AnnualMeanTemperature,21.93601527,,,,
Ib9,Punan,xd758,puna1275,Punan Bah-Biau,Austronesian,AnnualMeanTemperature,21.93992222,,,,
SCCS35,Konso,xd415,kons1243,Konso,Afro-Asiatic,AnnualMeanTemperature,21.95125181,,,,
Aj13,Pojulu,xd388,poju1239,Pöjulu,Nilotic,AnnualMeanTemperature,21.95145683,,,,
Aj14,Kakwa,xd389,kakw1240,Kakwa,Nilotic,AnnualMeanTemperature,21.95145683,,,,
Ac19,Teke,xd43,teke1278,Teke-Eboo-Nzikou,Atlantic-Congo,AnnualMeanTemperature,21.95399209,,,,
Ai3,Azande,xd359,zand1248,Zande,Atlantic-Congo,AnnualMeanTemperature,21.95688464,,,,
B47,Aché,xd920,ache1246,Aché,Tupian,AnnualMeanTemperature,21.96128757,,,,
Ng2,Seminole,xd1251,mika1239,Mikasuki,Muskogean,AnnualMeanTemperature,21.97059972,,,,
Ab1,Herero,xd10,here1253,Herero,Atlantic-Congo,AnnualMeanTemperature,21.9947192,,,,
B110,Ngatjan,xd957,ngad1260,Ngadjan,Pama-Nyungan,AnnualMeanTemperature,21.99593373,,,,
B118,Ngatatjara,xd965,ngaa1240,Ngaanyatjarra,Pama-Nyungan,AnnualMeanTemperature,22.05350885,,,,
B63,Baka,xd926,baka1272,Baka (Cameroon),Atlantic-Congo,AnnualMeanTemperature,22.06202148,,,,
Eh2,Merina,xd688,meri1243,Merina,Austronesian,AnnualMeanTemperature,22.06742271,,,,
B36,Shiriana,xd1358,nina1238,Ninam,Yanomamic,AnnualMeanTemperature,22.06864554,,,,
Ai34,Moru,xd364,moru1253,Moru,Central Sudanic,AnnualMeanTemperature,22.08297037,,,,
SCCS70,Maras,xd710,mara1382,Mara Chin,Sino-Tibetan,AnnualMeanTemperature,22.08635528,,,,
Sc3,Barama River Carib,xd1346,mura1272,Murato,Cariban,AnnualMeanTemperature,22.09367481,,,,
B122,Southern Aranda,xd968,lowe1436,Lower Southern Aranda,Pama-Nyungan,AnnualMeanTemperature,22.12329373,,,,
Ae33,Ndaka Babali,xd153,bali1274,Bali (Democratic Republic of Congo),Atlantic-Congo,AnnualMeanTemperature,22.1246218,,,,
Af2,Kissi,xd197,nort2765,Northern Kissi,Atlantic-Congo,AnnualMeanTemperature,22.1376006,,,,
Ac30,Plateau Tonga,xd56,tong1318,Tonga (Zambia),Atlantic-Congo,AnnualMeanTemperature,22.13777711,,,,
Ac14,Bakongo,xd38,sans1272,Cimbala-Cizali,Atlantic-Congo,AnnualMeanTemperature,22.15157376,,,,
